,index,Job Title,Avg Salary (K),Lower Salary (K),Upper Salary (K),Entry Level,Degree,Job Location (State),Company Name,Founded,Industry,Sector,Rating,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Location,ZIP Codes,Size,Revenue,Job Title (Full),fips
517,663,Data Scientist Project Manager,64.0,42,86,na,na,CA,Central California Alliance for Health,1996,Health Care Services & Hospitals,Health Care,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Scotts Valley,,501 - 1000,$500 million to $1 billion (USD),Analytics Manager - Data Mart,06087
518,664,Data Scientist,162.0,116,208,na,MSc,CA,Adobe,1982,Computer Hardware & Software,Information Technology,4.0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,San Jose,,10000+,$5 to $10 billion (USD),Data Science Engineer - Mobile,06085
519,665,Data Scientist,137.0,102,172,Senior,Phd,NY,AstraZeneca,1913,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),Senior Data Scientist - R&D Oncology,36061
520,666,Data Engineer,98.0,69,127,Senior,MSc,TN,Pilot Flying J Travel Centers LLC,1958,Gas Stations,Retail,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Knoxville,,10000+,$10+ billion (USD),Sr. Data Engineer - Contract-to-Hire (Java),47093
521,668,Data Scientist,115.0,86,144,na,MSc,NY,Swiss Re,1863,Insurance Agencies & Brokerages,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Armonk,,10000+,$10+ billion (USD),Data Scientist,
522,669,Data Scientist,133.5,102,165,Senior,MSc,CO,Sartorius,1870,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Arvada,,5001 - 10000,$1 to $2 billion (USD),Senior Data Scientist,08059
523,670,Data Engineer,99.0,74,124,na,MSc,CO,Pinnacol Assurance,1915,Insurance Carriers,Insurance,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Denver,,501 - 1000,$500 million to $1 billion (USD),Data Engineer,08031
524,671,Other Scientist,54.0,40,68,na,na,WI,Palermo's Pizza,1964,Food & Beverage Manufacturing,Manufacturing,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Milwaukee,,501 - 1000,Unknown / Non-Applicable,Food Scientist - Developer,55079
525,672,Data Engineer,109.0,76,142,Senior,na,TN,Equian LLC,2004,Health Care Services & Hospitals,Health Care,3.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Franklin,,1001 - 5000,Unknown / Non-Applicable,Senior Data Engineer,47051
526,673,Data Engineer,109.0,76,142,na,MSc,MD,MetroStar Systems,1999,IT Services,Information Technology,3.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Data Engineer,24031
527,674,Data Scientist,139.5,108,171,Senior,MSc,MA,MathWorks,1984,Computer Hardware & Software,Information Technology,4.4,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Natick,,1001 - 5000,$1 to $2 billion (USD),Senior Data Scientist,25017
528,675,Data Scientist,254.0,202,306,na,MSc,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRM Actuarial",17031
529,676,Machine Learning Engineer,125.0,91,159,na,MSc,NY,Information Builders,1975,Computer Hardware & Software,Information Technology,3.2,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,New York,,1001 - 5000,Unknown / Non-Applicable,Machine Learning Engineer,36061
530,678,Data Scientist,106.5,80,133,Senior,MSc,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",
531,679,Other Scientist,73.0,49,97,na,Phd,CA,Audentes Therapeutics,2012,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South San Francisco,,201 - 500,Unknown / Non-Applicable,"Scientist, Molecular/Cellular Biologist",06081
532,681,Other Scientist,81.0,49,113,na,Phd,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist-Downstream Process Development,24031
533,682,Other Scientist,56.5,43,70,na,na,DE,Beebe Healthcare,1935,Health Care Services & Hospitals,Health Care,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Millville,,1001 - 5000,$100 to $500 million (USD),MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,10005
534,683,Other Scientist,99.5,65,134,na,na,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Scientist - Analytical Services,37067
535,685,Data Analyst,45.5,32,59,na,na,OH,National Interstate,1989,Insurance Carriers,Insurance,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richfield,,501 - 1000,$500 million to $1 billion (USD),Associate Data Analyst- Graduate Development Program,39153
536,687,Data Analyst,54.0,39,69,na,na,MA,The Hanover Insurance Group,1852,Insurance Carriers,Insurance,3.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Worcester,,5001 - 10000,$5 to $10 billion (USD),IT Associate Data Analyst,25027
537,688,Data Engineer,122.5,87,158,Senior,na,IN,Moser Consulting,1996,Consulting,Business Services,4.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,Indianapolis,,51 - 200,$25 to $50 million (USD),Sr. Data Engineer,18097
538,689,Data Analyst,37.5,27,48,na,MSc,FL,Greenway Health,1977,Enterprise Software & Network Solutions,Information Technology,3.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Tampa,,1001 - 5000,$100 to $500 million (USD),Clinical Data Analyst,12057
539,690,Data Analyst,53.5,36,71,na,MSc,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,New York,,1001 - 5000,$2 to $5 billion (USD),Business Data Analyst,36061
540,691,Data Scientist,140.0,107,173,Senior,na,IL,TransUnion,1968,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Chicago,,5001 - 10000,$1 to $2 billion (USD),Senior Insurance Data Scientist,17031
541,692,Data Scientist,77.5,56,99,Senior,Phd,VA,MITRE,1958,Federal Agencies,Government,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hampton,,5001 - 10000,$1 to $2 billion (USD),Senior Data Science Systems Engineer,51650
542,694,Other Scientist,55.0,52,58,na,na,MA,Mcphail Associates,1976,Construction,"Construction, Repair & Maintenance",3.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,1 - 50,Unknown / Non-Applicable,ENVIRONMENTAL ENGINEER/SCIENTIST,
543,695,Other Scientist,117.5,80,155,Senior,MSc,NC,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Winston-Salem,,5001 - 10000,$10+ billion (USD),Senior Scientist - Regulatory Submissions,37067
544,696,Other Scientist,70.5,43,98,na,MSc,CA,Crown Bioscience,2006,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,San Diego,,501 - 1000,$50 to $100 million (USD),Scientist - Biomarker and Flow Cytometry,06073
545,697,Other Scientist,70.0,44,96,na,na,NY,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ithaca,,1001 - 5000,Unknown / Non-Applicable,"Associate Scientist, LC/MS Biologics",36109
546,698,Data Scientist Project Manager,61.5,45,78,na,na,CA,HOVER,2011,Computer Hardware & Software,Information Technology,4.8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,$25 to $50 million (USD),Revenue Analytics Manager,06075
547,699,Other Scientist,80.0,50,110,Senior,na,GA,Q2 Solutions,2015,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Marietta,,1001 - 5000,Unknown / Non-Applicable,Sr. Scientist Method Development,13067
548,700,Data Scientist,79.5,60,99,na,na,GA,Oversight Systems,2003,Computer Hardware & Software,Information Technology,4.7,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Atlanta,,51 - 200,$25 to $50 million (USD),Data Scientist,13121
549,701,Data Scientist,168.0,130,206,na,na,CA,Confluent,2014,Computer Hardware & Software,Information Technology,4.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Mountain View,,501 - 1000,$100 to $500 million (USD),Data Scientist - Sales,06085
550,702,Data Engineer,90.0,61,119,na,na,MA,Arbella Insurance,1988,Insurance Carriers,Insurance,3.4,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Quincy,,1001 - 5000,$100 to $500 million (USD),IT - Data Engineer II,25021
551,703,Other Scientist,120.0,100,140,na,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Research Scientist, Immunology - Cancer Biology",
552,704,Data Analyst,138.5,99,178,Senior,na,CA,Life360,2008,Computer Hardware & Software,Information Technology,3.9,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,San Francisco,,51 - 200,Unknown / Non-Applicable,Senior Data Analyst,06075
553,705,Data Scientist,111.5,86,137,Senior,MSc,PA,IQVIA,2017,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plymouth Meeting,,10000+,$2 to $5 billion (USD),"Principal, Data Science - Advanced Analytics",
554,706,Data Scientist,68.5,37,100,na,MSc,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),Data Science Project Manager,25025
555,707,Other Scientist,84.5,58,111,Senior,MSc,MA,GSK,1830,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Sr Scientist, Immuno-Oncology - Oncology",
556,708,Data Engineer,102.5,72,133,Senior,na,TN,Eventbrite,2006,Internet,Information Technology,4.4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Nashville,,1001 - 5000,$100 to $500 million (USD),Senior Data Engineer,47037
557,709,Other Scientist,73.5,56,91,na,Phd,PA,Software Engineering Institute,1984,Colleges & Universities,Education,2.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Pittsburgh,,501 - 1000,Unknown / Non-Applicable,"Project Scientist - Auton Lab, Robotics Institute",42003
558,711,Other Scientist,93.5,61,126,na,MSc,OH,Riverside Research Institute,1967,Federal Agencies,Government,3.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Beavercreek,,501 - 1000,$50 to $100 million (USD),Research Scientist – Security and Privacy,39057
559,712,Data Scientist,127.5,95,160,na,na,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Allentown,,1 - 50,$5 to $10 million (USD),Data Science Manager,42077
560,714,Data Analyst,72.0,53,91,na,na,UT,The Church of Jesus Christ of Latter-day Saints,na,Religious Organizations,Non-Profit,4.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Salt Lake City,,10000+,Unknown / Non-Applicable,Data Analyst 2 (Missionary Department),49035
561,715,Other Scientist,129.5,101,158,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),"Enterprise Architect, Data",25025
562,718,Data Analyst,47.0,33,61,na,na,UT,Icon Health and Fitness,1977,Consumer Products Manufacturing,Manufacturing,3.1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Logan,,1001 - 5000,$500 million to $1 billion (USD),Supply Chain Data Analyst,49005
563,719,Data Engineer,65.0,44,86,na,na,AL,Shipt,2014,Consumer Product Rental,Consumer Services,3.8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Birmingham,,501 - 1000,Unknown / Non-Applicable,Data Engineer - ETL,01073
564,721,Data Analyst,60.0,43,77,na,na,WI,Associated Banc-Corp,1870,Banks & Credit Unions,Finance,3.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Green Bay,,1001 - 5000,$1 to $2 billion (USD),Corporate Risk Data Analyst (SQL Based) - Milwaukee or,55009
565,722,Data Scientist,167.5,125,210,Senior,MSc,NY,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,New York,,10000+,$10+ billion (USD),"Senior Manager, Epidemiologic Data Scientist",36061
566,723,Data Analyst,65.0,44,86,na,na,NY,Fareportal,2002,Travel Agencies,Travel & Tourism,3.8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,New York,,1001 - 5000,$2 to $5 billion (USD),"Marketing Data Analyst, May 2020 Undergrad",36061
567,725,Data Analyst,94.0,69,119,Senior,na,VA,Novetta,2012,Enterprise Software & Network Solutions,Information Technology,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Herndon,,501 - 1000,$100 to $500 million (USD),Senior Data Analyst,51059
568,726,Data Analyst,87.5,65,110,Senior,na,NY,Moda Operandi,2010,"Department, Clothing, & Shoe Stores",Retail,1.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,New York,,201 - 500,$100 to $500 million (USD),Senior Data Analyst,36061
569,727,Data Engineer,97.0,67,127,Senior,na,VA,Novetta,2012,Enterprise Software & Network Solutions,Information Technology,4.0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Reston,,501 - 1000,$100 to $500 million (USD),Senior Data Engineer,51059
570,728,Data Engineer,112.5,78,147,Senior,na,NC,Genesys,1990,Computer Hardware & Software,Information Technology,4.3,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Durham,,5001 - 10000,$1 to $2 billion (USD),Senior Data Engineer,37063
571,730,Data Modeler,91.5,66,117,na,na,MA,MassMutual,1851,Insurance Carriers,Insurance,3.6,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Boston,,5001 - 10000,$10+ billion (USD),Data Modeler (Analytical Systems),25025
572,731,Data Modeler,51.5,37,66,na,MSc,IN,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Indianapolis,,10000+,$10+ billion (USD),Data Modeler - Data Solutions Engineer,18097
573,732,Data Scientist,114.5,86,143,na,na,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),Data Scientist in Translational Medicine,
574,733,Data Scientist,115.0,84,146,na,na,NY,USEReady,2011,Consulting,Business Services,4.3,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,New York,,201 - 500,$10 to $25 million (USD),Data Scientist,36061
575,734,Data Scientist Project Manager,74.0,50,98,na,MSc,PA,"Numeric, LLC",na,Staffing & Outsourcing,Business Services,3.2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Philadelphia,,1 - 50,$5 to $10 million (USD),Product Manager/Data Evangelist,42101
576,735,Other Scientist,51.0,38,64,na,na,CA,QK,1972,Architectural & Engineering Services,Business Services,4.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Clovis,,51 - 200,$10 to $25 million (USD),Associate Environmental Scientist - Wildlife Biologist,06019
577,736,Data Engineer,100.0,90,110,Senior,na,AZ,Tivity Health,1981,Health Care Services & Hospitals,Health Care,3.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chandler,,501 - 1000,Unknown / Non-Applicable,Sr Data Engineer (Sr BI Developer),04013
578,737,Data Scientist,121.0,92,150,Senior,na,MA,Novartis,1996,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",
579,738,Data Analyst,121.5,90,153,Senior,na,CA,Demandbase,2006,Computer Hardware & Software,Information Technology,4.5,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,San Francisco,,201 - 500,$100 to $500 million (USD),Senior Data Analyst/Scientist,06075
580,740,Data Scientist,62.5,43,82,na,MSc,MA,Santander,1856,Banks & Credit Unions,Finance,3.1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Boston,,10000+,$10+ billion (USD),"Associate, Data Science, Internal Audit",25025
581,741,Other Scientist,117.5,100,135,na,Phd,MA,Monte Rosa Therapeutic,na,na,na,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Scientist – Cancer Discovery, Molecular Assay",
582,742,Data Scientist,122.0,93,151,Senior,MSc,FL,Luminar Technologies,2012,Computer Hardware & Software,Information Technology,3.9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Orlando,,201 - 500,Unknown / Non-Applicable,Senior LiDAR Data Scientist,12095
583,743,Data Engineer,85.0,61,109,na,na,VA,BRMi,2004,IT Services,Information Technology,4.4,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Chantilly,,51 - 200,Unknown / Non-Applicable,Data Engineer,51059
584,744,Data Engineer,60.5,42,79,na,na,AZ,IntraEdge,2002,IT Services,Information Technology,3.4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Scottsdale,,501 - 1000,$50 to $100 million (USD),Data Engineer,04013
585,745,Data Scientist,180.0,139,221,Senior,MSc,CA,Zest AI,2009,Financial Analytics & Research,Finance,3.9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Burbank,,51 - 200,$50 to $100 million (USD),Lead Data Scientist,06037
586,746,Other Scientist,70.5,40,101,na,na,MO,Veterans United Home Loans,2002,Lending,Finance,4.7,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Columbia,,1001 - 5000,Unknown / Non-Applicable,"Technology-Minded, Data Professional Opportunities",29019
587,747,Data Engineer,118.5,84,153,na,na,VA,Peraton,2017,Aerospace & Defense,Aerospace & Defense,3.3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Chantilly,,1001 - 5000,$1 to $2 billion (USD),Big Data Engineer,51059
588,748,Data Analyst,66.5,52,81,na,MSc,IL,"Emtec, Inc.",1995,Enterprise Software & Network Solutions,Information Technology,3.9,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,Chicago,,501 - 1000,$100 to $500 million (USD),Salesforce Analytics Consultant,17031
589,749,Data Scientist,107.5,81,134,na,na,MA,PA Consulting,1943,Consulting,Business Services,3.4,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Boston,,1001 - 5000,$100 to $500 million (USD),Managing Data Scientist/ML Engineer,25025
590,750,Data Engineer,138.5,97,180,Senior,na,TX,Praetorian,2010,Security Services,Business Services,4.7,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Austin,,51 - 200,$10 to $25 million (USD),Senior Data Engineer,48015
591,751,Other Scientist,81.0,49,113,na,na,MD,Advanced BioScience Laboratories,1961,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rockville,,201 - 500,$25 to $50 million (USD),Staff Scientist- Upstream PD,24031
592,752,Data Engineer,58.5,44,73,na,MSc,IL,COUNTRY Financial,1925,Insurance Carriers,Insurance,3.8,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Bloomington,,1001 - 5000,$2 to $5 billion (USD),Data Engineering Analyst,17113
593,753,Data Engineer,107.5,75,140,Senior,na,IL,Echo Global Logistics,2005,Transportation Management,Transportation & Logistics,3.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,1001 - 5000,$2 to $5 billion (USD),Sr. Data Engineer,17031
594,754,Other Scientist,120.5,84,157,na,MSc,MA,Agios Pharmaceuticals,2008,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Cambridge,,501 - 1000,$50 to $100 million (USD),"Scientist, Pharmacometrics",
595,755,Data Scientist,63.5,40,87,na,na,CA,Tapjoy,2007,Internet,Information Technology,3.9,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,San Francisco,,201 - 500,$10 to $25 million (USD),Manager of Data Science,06075
596,756,Other Scientist,103.5,68,139,na,na,KY,Reynolds American,1875,Consumer Products Manufacturing,Manufacturing,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Owensboro,,5001 - 10000,$10+ billion (USD),Scientist Manufacturing Pharma - Kentucky BioProcessing,21059
597,757,Data Scientist,107.0,72,142,na,na,CA,Mentor Graphics,1981,Computer Hardware & Software,Information Technology,4.1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,Fremont,,5001 - 10000,$1 to $2 billion (USD),Software Engineer (Data Scientist/Software Engineer) - SISW - MG,06001
598,758,Data Engineer,105.5,74,137,na,na,VA,Maxar Technologies,na,Aerospace & Defense,Aerospace & Defense,3.7,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Springfield,,5001 - 10000,$2 to $5 billion (USD),Data Engineer,51059
599,759,Data Engineer,83.0,57,109,na,na,CA,ICW Group,1972,Insurance Carriers,Insurance,2.8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,San Diego,,501 - 1000,$500 million to $1 billion (USD),Data Engineer,06073
600,761,Data Engineer,162.0,121,203,Senior,na,CA,Glassdoor,2007,Internet,Information Technology,4.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,San Francisco,,1001 - 5000,Unknown / Non-Applicable,Lead Big Data Engineer,06075
601,763,Data Scientist,68.5,52,85,na,MSc,CA,Esri,1969,Computer Hardware & Software,Information Technology,3.5,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,Redlands,,1001 - 5000,$1 to $2 billion (USD),Product Engineer – Spatial Data Science and Statistical Analysis,06071
602,766,Data Scientist,110.5,81,140,Senior,na,OH,Assurant,1978,Insurance Carriers,Insurance,3.4,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Westlake,,10000+,$5 to $10 billion (USD),Sr Software Engineer (Data Scientist),39035
603,767,Data Engineer,115.5,83,148,Senior,na,IA,F&G,na,Insurance Carriers,Insurance,3.7,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Des Moines,,201 - 500,$100 to $500 million (USD),Sr. Data Engineer (ETL Developer),19057
604,768,Other Scientist,87.5,59,116,na,MSc,CA,Exelixis,1994,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alameda,,501 - 1000,Unknown / Non-Applicable,Associate Research Scientist I (Protein Expression and Production),06001
605,769,Data Scientist,80.5,60,101,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Richland,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist Artificial Intelligence,53005
606,773,Data Analyst,43.0,31,55,na,na,IA,GreatAmerica Financial Services,1992,Lending,Finance,4.6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Cedar Rapids,,501 - 1000,$100 to $500 million (USD),Analytics - Business Assurance Data Analyst,19113
607,776,Director,140.0,102,178,na,Phd,MA,Acceleron Pharma,2003,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,201 - 500,Unknown / Non-Applicable,"Associate Director/Director, Safety Scientist",
608,777,Director,172.0,136,208,na,Phd,MA,Pfizer,1849,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,10000+,$10+ billion (USD),"Director, Precision Medicine Clinical Biomarker Scientist",
609,778,Other Scientist,120.0,110,130,Senior,Phd,MA,Kronos Bi,na,na,na,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cambridge,,unknown,Unknown / Non-Applicable,"Senior Scientist, Cell Pharmacology/Assay Development",
610,779,Data Analyst,66.5,48,85,Senior,MSc,PA,AmeriHealth Caritas,1983,Insurance Carriers,Insurance,3.0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,Philadelphia,,5001 - 10000,$5 to $10 billion (USD),Data Analyst Senior,42101
611,780,Other Scientist,100.0,71,129,Senior,Phd,CA,Exelixis,1994,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alameda,,501 - 1000,Unknown / Non-Applicable,Senior Formulations Scientist II,06001
612,781,Data Engineer,94.5,66,123,Senior,na,CA,Strategic Employment Partners,2006,Staffing & Outsourcing,Business Services,4.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,51 - 200,$1 to $5 million (USD),Lead Data Engineer (Python),06075
613,782,Data Scientist,221.5,171,272,na,na,CA,Grand Rounds,2011,Health Care Services & Hospitals,Health Care,4.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,San Francisco,,501 - 1000,Unknown / Non-Applicable,Data Science Manager,06075
614,783,Data Scientist,119.0,92,146,Senior,MSc,WA,PNNL,1965,Energy,"Oil, Gas, Energy & Utilities",3.8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Seattle,,1001 - 5000,$500 million to $1 billion (USD),Senior Data Scientist 4 Artificial Intelligence,53033
615,784,Data Engineer,95.5,65,126,na,MSc,IL,"SPINS, LLC",1995,Consulting,Business Services,3.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chicago,,201 - 500,$50 to $100 million (USD),Data Engineer,17031
616,785,Data Scientist,194.5,150,239,na,Phd,IL,Liberty Mutual Insurance,1912,Insurance Carriers,Insurance,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Chicago,,10000+,$10+ billion (USD),"Director II, Data Science - GRS Predictive Analytics",17031
617,786,Other Scientist,51.5,43,60,na,na,NE,Catholic Health Initiatives,1996,Health Care Services & Hospitals,Health Care,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Omaha,,10000+,$10+ billion (USD),Medical Lab Scientist - MLT,31055
